name,firm,title,sf_based,linkedin_or_source_url,notes
Phin Barnes,First Round Capital,Partner,?,https://www.firstround.com/team,
Brett Berson,First Round Capital,Partner,Y,https://www.firstround.com/team,SF-based; named partner 2016
Todd Jackson,First Round Capital,Partner,Y,https://www.firstround.com/team,SF-based; PM Fund
Liz Wessel,First Round Capital,Partner,Y,https://www.firstround.com/team,Joined 2023
Alex Bard,Redpoint Ventures,Managing Partner,Y,https://www.redpoint.com/our-people/,Early-stage; SF Bay
Satish Dharmaraj,Redpoint Ventures,Managing Partner,Y,https://www.redpoint.com/our-people/,Early-stage; Menlo Park
Annie Kadavy,Redpoint Ventures,Managing Partner,Y,https://www.redpoint.com/our-people/annie-kadavy/,Early-stage; Menlo Park
Erica Brescia,Redpoint Ventures,Managing Partner,Y,https://www.redpoint.com/our-people/,Joined 2021 from GitHub COO
Tomasz Tunguz,Redpoint Ventures,Partner,Y,https://www.redpoint.com/our-people/,Now founder of Theory Ventures - verify still Redpoint
Logan Bartlett,Redpoint Ventures,Managing Director,Y,https://www.redpoint.com/our-people/,Growth stage
Jacob Effron,Redpoint Ventures,Partner,Y,https://www.redpoint.com/our-people/,Growth stage
Elliot Geidt,Redpoint Ventures,Partner,Y,https://www.redpoint.com/our-people/,Growth stage
Scott Raney,Redpoint Ventures,Managing Director,Y,https://www.redpoint.com/our-people/,Growth stage
James Currier,NFX,General Partner,Y,https://www.nfx.com/team/james-currier,Founding partner; SF
Pete Flint,NFX,General Partner,Y,https://www.nfx.com/team/pete-flint,Founding partner; SF
Morgan Beller,NFX,General Partner,Y,https://www.nfx.com/team/morgan-beller,Joined 2020; SF; web3
Matthew Ocko,DCVC,Co-Founder Managing Partner,Y,https://www.dcvc.com/team/matthew-ocko/,Deep tech; SF Bay
Zachary Bogue,DCVC,Co-Founder Managing Partner,Y,https://www.dcvc.com/team/,Deep tech; SF Bay
Kelly Chen,DCVC,Partner,Y,https://www.dcvc.com/team/,Promoted partner 2019
Ali Tamaseb,DCVC,Partner,Y,https://www.dcvc.com/team/,
Kiersten Stead,DCVC,Managing Partner,Y,https://www.dcvc.com/team/,DCVC Bio
John Hamer,DCVC,Managing Partner,Y,https://www.dcvc.com/team/,DCVC Bio
Kirsten Green,Forerunner Ventures,Founder Managing Partner,Y,https://www.forerunnerventures.com/team,SF; consumer specialist
Eurie Kim,Forerunner Ventures,Managing Partner,Y,https://www.forerunnerventures.com/team,SF; consumer
Nicole Johnson,Forerunner Ventures,Partner,Y,https://www.forerunnerventures.com/team,SF
Brian O'Malley,Forerunner Ventures,Partner,Y,https://www.forerunnerventures.com/team,Listed as Board Partner; consumer 20+ yrs
Sam Lessin,Slow Ventures,General Partner,Y,https://slow.co/team,Ex-Facebook; SF Bay
Kevin Colleran,Slow Ventures,Managing Director,Y,https://slow.co/team,Ex-Facebook
Will Quist,Slow Ventures,General Partner,Y,https://slow.co/team,Ex-Industry Ventures
Yoni Rechtman,Slow Ventures,Partner,N,https://slow.co/team,NYC-based; ex-Tusk
Pejman Nozad,Pear VC,Founding Managing Partner,Y,https://pear.vc/team/pejman-nozad/,Palo Alto
Mar Hershenson,Pear VC,Founding Managing Partner,Y,https://pear.vc/team/mar-hershenson/,Palo Alto
Keith Bender,Pear VC,Partner,Y,https://pear.vc/team/,Promoted to partner
Vivien Ho,Pear VC,Partner,Y,https://pear.vc/team/,Promoted to partner
Addison Leong,Pear VC,Partner,Y,https://pear.vc/team/,Promoted to partner
Jeff Clavier,Uncork Capital,Founder Partner,Y,https://uncorkcapital.com/team,SF; founding partner; frontier tech
Andy McLoughlin,Uncork Capital,Managing Partner,Y,https://uncorkcapital.com/team,SF; ex-Huddle
Susan Liu,Uncork Capital,Partner,Y,https://uncorkcapital.com/team,SF; ex-Scale Venture Partners
Tripp Jones,Uncork Capital,Partner,Y,https://uncorkcapital.com/team/tripp-jones/,SF; ex-August Capital
Amy Saper,Uncork Capital,Partner,Y,https://uncorkcapital.com/team,SF; ex-Accel
Chris Farmer,SignalFire,Founder Managing Partner,Y,https://www.signalfire.com/team/chris-farmer,SF; CEO
Ilya Kirnos,SignalFire,Founding Partner,Y,https://www.signalfire.com/team/ilya-kirnos,SF; CTO
Wayne Hu,SignalFire,Managing Partner,Y,https://www.signalfire.com/team/wayne-hu,SF; seed-stage
Aileen Lee,Cowboy Ventures,Founder Managing Partner,Y,https://www.cowboy.vc/team/aileen-lee,SF; coined Unicorn
Ted Wang,Cowboy Ventures,General Partner,Y,https://www.cowboy.vc/team,SF; joined 2017 from Fenwick
Amanda Robson,Cowboy Ventures,Partner,Y,https://www.cowboy.vc/team,SF; enterprise/infra
Caroline Duffy,Cowboy Ventures,Partner,Y,https://www.cowboy.vc/team,SF
