name,firm,title,sf_based,linkedin_or_source_url,notes
Samir Kaul,Khosla Ventures,Founding Partner / Managing Director,yes,https://www.khoslaventures.com/team/samir-kaul,Menlo Park; Healthcare
David Weiden,Khosla Ventures,Founding Partner / Managing Director,yes,https://www.khoslaventures.com/team/,Menlo Park
Sven Strohband,Khosla Ventures,Managing Director,yes,https://www.khoslaventures.com/team/,Menlo Park
Keith Rabois,Khosla Ventures,Managing Director,yes,https://www.khoslaventures.com/team/,Returned 2024
Peter Buckland,Khosla Ventures,General Partner / COO,yes,https://www.khoslaventures.com/team/,Menlo Park
Adina Tecklu,Khosla Ventures,Partner,yes,https://www.khoslaventures.com/team/adina-tecklu,SF/Bay Area
Kanu Gulati,Khosla Ventures,Partner,yes,https://www.khoslaventures.com/team/kanu-gulati,Bay Area
Rajesh Swaminathan,Khosla Ventures,Partner,yes,https://www.khoslaventures.com/team/rajesh-swaminathan,Bay Area; deep tech
Alex Morgan,Khosla Ventures,Partner,yes,https://www.khoslaventures.com/team/alex-morgan,Bay Area
Jon Chu,Khosla Ventures,Partner,yes,https://www.khoslaventures.com/team/,Bay Area
Jessy Rivest,Khosla Ventures,Partner,yes,https://www.khoslaventures.com/team/,Bay Area
Evan Moore,Khosla Ventures,Partner,yes,https://www.khoslaventures.com/team/,Bay Area
Ajay Vashee,IVP,General Partner,yes,https://www.ivp.com/team/,SF/Bay Area; ex-Dropbox CFO
Alex Lim,IVP,General Partner,yes,https://www.ivp.com/team/,Bay Area
Cack Wilhelm,IVP,General Partner,yes,https://www.ivp.com/team/,Bay Area
Somesh Dash,IVP,General Partner,yes,https://www.ivp.com/team/,Menlo Park
Steve Harrick,IVP,General Partner,yes,https://www.ivp.com/team/,Menlo Park
Tom Loverro,IVP,General Partner,yes,https://www.ivp.com/team/,SF/Bay Area
Eric Liaw,IVP,General Partner,?,https://www.ivp.com/team/,London office
Jules Maltz,IVP,General Partner,yes,https://www.ivp.com/team/,Menlo Park
Sandy Miller,IVP,General Partner,yes,https://www.ivp.com/team/,Menlo Park
Brett Gibson,Initialized Capital,Managing Partner,yes,https://initialized.com/team,SF
Abdul Ly,Initialized Capital,Partner,yes,https://initialized.com/team,SF; promoted 2024
Andrew Sather,Initialized Capital,Partner,yes,https://initialized.com/team,SF; promoted 2024
Zoe Perret,Initialized Capital,Partner,yes,https://initialized.com/team,SF; promoted 2024
Kim-Mai Cutler,Initialized Capital,Partner,yes,https://initialized.com/team,SF
Parul Singh,Initialized Capital,Partner,?,https://signal.nfx.com/investors/parul-singh,location unclear; may have departed
Byron Deeter,Bessemer Venture Partners,Partner,yes,https://www.bvp.com/team/byron-deeter,SF/Bay Area; Cloud/AI
Talia Goldberg,Bessemer Venture Partners,Partner,yes,https://www.bvp.com/team/talia-goldberg,SF office
Sameer Dholakia,Bessemer Venture Partners,Partner,yes,https://www.bvp.com/team/sameer-dholakia,SF/Bay Area; growth
Mike Droesch,Bessemer Venture Partners,Partner,yes,https://www.bvp.com/team,SF
Lauri Moore,Bessemer Venture Partners,Partner,yes,https://www.bvp.com/team,SF
Sofia Guerra,Bessemer Venture Partners,Partner,yes,https://www.bvp.com/team,SF; promoted Jan 2026
Janelle Teng,Bessemer Venture Partners,Partner,yes,https://www.bvp.com/team,SF
Bhavik Nagda,Bessemer Venture Partners,Partner,?,https://www.bvp.com/team,location unclear
Tess Hatch,Bessemer Venture Partners,Partner,yes,https://www.bvp.com/team/tess-hatch,SF; frontier tech
Mary D'Onofrio,Bessemer Venture Partners,Partner,yes,https://www.bvp.com/team,SF; cloud growth
Anna Khan,Bessemer Venture Partners,Partner,yes,https://www.bvp.com/team,SF/Bay Area
